-------------------------
		x			y
------------------------
	0.000000	0.000000
	0.010010	0.000100
	0.020020	0.000401
	0.030030	0.000901
	0.040040	0.001601
	0.050050	0.002499
	0.060060	0.003594
	0.070070	0.004886
	0.080080	0.006372
	0.090090	0.008051
	0.100100	0.009920
	0.110110	0.011978
	0.120120	0.014222
	0.130130	0.016649
	0.140140	0.019256
	0.150150	0.022041
	0.160160	0.024999
	0.170170	0.028127
	0.180180	0.031422
	0.190190	0.034880
	0.200200	0.038495
	0.210210	0.042264
	0.220220	0.046183
	0.230230	0.050246
	0.240240	0.054448
	0.250250	0.058784
	0.260260	0.063250
	0.270270	0.067839
	0.280280	0.072546
	0.290290	0.077365
	0.300300	0.082289
	0.310310	0.087314
	0.320320	0.092432
	0.330330	0.097638
	0.340340	0.102925
	0.350350	0.108285
	0.360360	0.113714
	0.370370	0.119202
	0.380380	0.124745
	0.390390	0.130334
	0.400400	0.135962
	0.410410	0.141623
	0.420420	0.147309
	0.430430	0.153013
	0.440440	0.158728
	0.450450	0.164445
	0.460460	0.170158
	0.470470	0.175860
	0.480480	0.181542
	0.490490	0.187197
	0.500501	0.192818
	0.510511	0.198397
	0.520521	0.203927
	0.530531	0.209401
	0.540541	0.214810
	0.550551	0.220148
	0.560561	0.225407
	0.570571	0.230581
	0.580581	0.235661
	0.590591	0.240641
	0.600601	0.245514
	0.610611	0.250272
	0.620621	0.254910
	0.630631	0.259420
	0.640641	0.263795
	0.650651	0.268030
	0.660661	0.272118
	0.670671	0.276052
	0.680681	0.279828
	0.690691	0.283438
	0.700701	0.286877
	0.710711	0.290140
	0.720721	0.293222
	0.730731	0.296116
	0.740741	0.298819
	0.750751	0.301326
	0.760761	0.303632
	0.770771	0.305733
	0.780781	0.307624
	0.790791	0.309303
	0.800801	0.310765
	0.810811	0.312008
	0.820821	0.313027
	0.830831	0.313822
	0.840841	0.314388
	0.850851	0.314725
	0.860861	0.314829
	0.870871	0.314699
	0.880881	0.314335
	0.890891	0.313735
	0.900901	0.312898
	0.910911	0.311824
	0.920921	0.310514
	0.930931	0.308966
	0.940941	0.307182
	0.950951	0.305164
	0.960961	0.302911
	0.970971	0.300426
	0.980981	0.297711
	0.990991	0.294768
	1.001001	0.291600
	1.011011	0.288209
	1.021021	0.284600
	1.031031	0.280776
	1.041041	0.276740
	1.051051	0.272499
	1.061061	0.268055
	1.071071	0.263416
	1.081081	0.258586
	1.091091	0.253571
	1.101101	0.248377
	1.111111	0.243012
	1.121121	0.237482
	1.131131	0.231795
	1.141141	0.225958
	1.151151	0.219981
	1.161161	0.213870
	1.171171	0.207636
	1.181181	0.201288
	1.191191	0.194834
	1.201201	0.188286
	1.211211	0.181653
	1.221221	0.174947
	1.231231	0.168178
